series,durbin_watson,model_stable,whiteness_stat,whiteness_pvalue
npa_ratio,1.8496853868007264,True,57.866064359232425,0.011860096545326685
repo_rate,1.6326651879297143,True,57.866064359232425,0.011860096545326685
gdp_growth,1.7352378785610603,True,57.866064359232425,0.011860096545326685
